poNumber,poDate,poName,supplier,originalValue,currency,mainOrderId,orderId,entityCode,entity,material,materialCode,poVersion,isChangeOrder,year,month,yearMonth,valueUSD,poSpendUSD,poType,changeOrderGroup,changeOrderTotal,project
RFPO-5532-V4379-1,21 Jan 2026,PO for HDPE PORTABLE TOILET - AS PER APPROVED PROFORMA - SOEASY-S20260120,FOSHAN SOEASY MODULAR HOUSING CO LTD,12050.0,USD,5532,8405,V4379,FIRESTOP,Various,Various,1,False,2026,1,2026-01,12050.0,12050.0,Base PO,1,1,PO for HDPE PORTABLE TOILET - AS PER APPROVED PROFORMA - SOEASY-S20260120
RFPO-7139-V40070-1,21 Jan 2026,PO for Tracer Wire for Water & Fire Piping Utility System,American International Supply Inc.,1449.99,USD,7139,8404,V40070,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,1449.99,1449.99,Base PO,1,1,PO for Tracer Wire for Water & Fire Piping Utility System
RFPO-7139-V40071-1,21 Jan 2026,PO for Steel Rebars for Sanitary Sewer Manhole,Nucor Rebar Fabrication,3043.9999999999995,USD,7139,8406,V40071,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,3043.9999999999995,3043.9999999999995,Base PO,1,1,PO for Steel Rebars for Sanitary Sewer Manhole
RFPO-7073-V40014-1,21 Jan 2026,PO for REDUCER WITH FLANGE,Crossweld Metal Trading Co.LLC,6111.0,USD,7073,8403,V40014,MACRO,Various,Various,1,False,2026,1,2026-01,6111.0,6111.0,Base PO,1,1,PO for REDUCER WITH FLANGE
RFPO-6705-V40167-1,21 Jan 2026,PO for 3/8inch & 5/8in Pipe Clamps,"Scott & From Co., Inc.",31.98,USD,6705,8407,V40167,MACRO,Various,Various,1,False,2026,1,2026-01,31.98,31.98,Base PO,1,1,PO for 3/8inch & 5/8in Pipe Clamps
RFPO-7120-V40005-1,21 Jan 2026,PO for Condensate Drain Pumps,Global Services Vertiv Japan GK,2146477.0,JPY,7120,8408,V40005,MVL Greece,Various,Various,1,False,2026,1,2026-01,2146477.0,2146477.0,Base PO,1,1,PO for Condensate Drain Pumps
RFPO-7139-V40068-1,20 Jan 2026,PO for Bulk Bags Skid Lot,Uline,2114.8900000000003,USD,7139,8397,V40068,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,2114.8900000000003,2114.8900000000003,Base PO,1,1,PO for Bulk Bags Skid Lot
RFPO-6705-V40161-2,20 Jan 2026,PO for #67 Rock(Coarse Aggregate),SMITHBRIDGE GUAM,92284.549998108,USD,6705,8329,V40161,MACRO,Various,Various,2,True,2026,1,2026-01,92284.549998108,92284.549998108,Change Order,2,2,PO for #67 Rock(Coarse Aggregate)
RFPO-7139-V40069-1,20 Jan 2026,PO for Formwork Material for Lift Station,Dateline Exports Inc.,9513.640000000001,USD,7139,8399,V40069,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,9513.640000000001,9513.640000000001,Base PO,1,1,PO for Formwork Material for Lift Station
RFPO-5829-V40042-1,19 Jan 2026,PO for AIR PAVEMENT - XEL/Q5546/26/JC – Rev 1 - Supply of X-Cure RB90 (16 × 200L),X-Calibur Emirates LLC,31456.0,AED,5829,8392,V40042,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,8565.28,8565.28,Base PO,1,1,PO for AIR PAVEMENT - XEL/Q5546/26/JC – Rev 1 - Supply of X-Cure RB90 (16 × 200L)
RFPO-5829-M4003-1,19 Jan 2026,PO for AIR FIELD PAVEMENT - WC/SQ/12774 - BULL FLOAT,WECARE MACHINERY TRADING – Sole Proprietorship LLC,1360.0,AED,5829,8393,M4003,MVL Nepal,Building Materials,Various,1,False,2026,1,2026-01,370.32,370.32,Base PO,1,1,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal"
RFPO-1569-O117-1,15 Jan 2026,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - CSP 1223 MVL - NCE CSP Agreement Renewal - GCC - 2026,Managed Solution LLC,199837.439,USD,1569,8386,O117,MACRO,Design,Services,1,False,2026,1,2026-01,199837.439,199837.439,Base PO,1,1,MVL Estates (Al-Wasl Plots)
RFPO-7878-V40007-1,15 Jan 2026,PO for Air Separator Tank,INTEGRATED CONTRACTING SUPPLIERS,2088.0,USD,7878,8387,V40007,MVL Greece,Electrical,Electrical,1,False,2026,1,2026-01,2088.0,2088.0,Base PO,1,1,"ORD 2623 - W5J9JE18C0007 - ANA-17-026, KABUL NATIONAL MILITARY HOSPITAL (KNMH) CONSOLIDATED MORGUE AND VISITATION CENTER, KABUL"
RFPO-1569-O118-1,15 Jan 2026,"PO forBluebeam Core License - SA50 - End User: Austin Jacques (Superintendent, MVL USA, Inc.)",AllCAD Solutions LLC,925.0,AED,1569,8388,O118,MACRO,Office Assets,Office Assets,1,False,2026,1,2026-01,251.87,251.87,Base PO,1,1,"PO forBluebeam Core License - SA50 - End User: Austin Jacques (Superintendent, MVL USA, Inc.)"
RFPO-7616-A5301-1,15 Jan 2026,PO for Paints & Coatings,BM Middle East FZC,6631.86,USD,7616,8389,A5301,MACRO,Architectural,Architectural,1,False,2026,1,2026-01,6631.86,6631.86,Base PO,1,1,PO for Paints & Coatings
RFPO-1569-O114-1,14 Jan 2026,PO for Acronis Cyber Protect Cloud - January - June 2026 -  INV/25-26/083,RivYv Technologies,6000.0,USD,1569,8379,O114,MACRO,Office Assets,Office Assets,1,False,2026,1,2026-01,6000.0,6000.0,Base PO,1,1,PO for Acronis Cyber Protect Cloud - January - June 2026 -  INV/25-26/083
RFPO-6705-A5202-2,14 Jan 2026,PO for Hardware Items for Bldg 729,Lakshmi Metal Tech LLC,1925.0,AED,6705,8371,A5202,MACRO,Architectural,Architectural,2,True,2026,1,2026-01,524.17,524.17,Change Order,2,2,PO for Hardware Items for Bldg 729
RFPO-7139-V40067-1,14 Jan 2026,PO for Valve Boxes and cover for Water & Fire,EJ USA Inc.,2904.16,USD,7139,8381,V40067,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,2904.16,2904.16,Base PO,1,1,PO for Valve Boxes and cover for Water & Fire
RFPO-7878-V40006-1,14 Jan 2026,PO for Vane Axial Fans,INTEGRATED CONTRACTING SUPPLIERS,25321.32,USD,7878,8383,V40006,MACRO,Various,Various,1,False,2026,1,2026-01,25321.32,25321.32,Base PO,1,1,PO for Vane Axial Fans
RFPO-7878-V40005-1,14 Jan 2026,PO for Manual Balancing Dampers,INTEGRATED CONTRACTING SUPPLIERS,2235.0,USD,7878,8382,V40005,MVL Greece,Various,Various,1,False,2026,1,2026-01,2235.0,2235.0,Base PO,1,1,PO for Manual Balancing Dampers
RFPO-7139-E6824-1,14 Jan 2026,PO for ATCT LSA - Lift Station - Electrical Conduit & fitting,TIC LIGHT ELECTRICAL CORP,4367.0,USD,7139,8384,E6824,MACRO,Building Materials,Various,1,False,2026,1,2026-01,4367.0,4367.0,Base PO,1,1,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal"
RFPO-7139-E6825-1,14 Jan 2026,PO for  ATCT LSA - Lift Station-Eaton Circuit Breaker,AL GHANDI SWITCHGEARS INDUSTRY,310.0,AED,7139,8385,E6825,MACRO,Electrical,Electrical,1,False,2026,1,2026-01,84.41,84.41,Base PO,1,1,PO for  ATCT LSA - Lift Station-Eaton Circuit Breaker
RFPO-6705-V40166-1,13 Jan 2026,PO for DWV pipe and Elbow for FCU and ACCU,American International Supply Inc.,300.0,USD,6705,8373,V40166,MACRO,Various,Various,1,False,2026,1,2026-01,300.0,300.0,Base PO,1,1,PO for DWV pipe and Elbow for FCU and ACCU
RFPO-5829-V40041-1,13 Jan 2026,PO for Heavy Duty Bridge Deck Finisher (QT-202633),Lomeq Technical Services Co. L.L.C,28000.0,AED,5829,8372,V40041,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,7624.23,7624.23,Base PO,1,1,PO for Heavy Duty Bridge Deck Finisher (QT-202633)
RFPO-1569-O116-1,13 Jan 2026,PO for Internal - Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 116866,Managed Solution LLC,1909.1999999999998,USD,1569,8374,O116,MACRO,Office Assets,Office Assets,1,False,2026,1,2026-01,1909.1999999999998,1909.1999999999998,Base PO,1,1,PO for Internal - Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 116866
RFPO-5153-S9115-1,13 Jan 2026,PO for Blanket Purchase Order P010027.00 – 0097 -001 - Percassi,IMPRESA PERCASSI S.P.A.,1.0,USD,5153,8375,S9115,MVL Italy,Services,Services,1,False,2026,1,2026-01,1.0,1.0,Base PO,1,1,PO for Blanket Purchase Order P010027.00 – 0097 -001 - Percassi
RFPO-5153-S9116-1,13 Jan 2026,PO for Blanket Purchase Order - P010027.00 – 0097 -002 – Gemmo .,GEMMO SPA,0.0,USD,5153,8376,S9116,MVL Italy,Building Materials,Various,1,False,2026,1,2026-01,0,0,Base PO,1,1,W5J9JE-18-C-0003 - FEMALE POLICE TOWN PHASE I
RFPO-1569-O115-1,13 Jan 2026,PO forAronis Advance Management Includes RDP - January - June 2026 - INV/25-26/084,RivYv Technologies,4230.0,USD,1569,8377,O115,MACRO,Mechanical Items,Mechanical,1,False,2026,1,2026-01,4230.0,4230.0,Base PO,1,1,W5J9JE-18-C-0003 - FEMALE POLICE TOWN PHASE I
RFPO-7139-M4104-1,13 Jan 2026,PO for GAC filter system 600GPM,"Dongguan Haiyuan Water Treatment Co., LTD",99710.0,USD,7139,8378,M4104,MACRO,Mechanical,Mechanical,1,False,2026,1,2026-01,99710.0,99710.0,Base PO,1,1,PO for GAC filter system 600GPM
RFPO-7139-M4103-1,12 Jan 2026,PO for Supply of Lift Station Submersible Pump Set,M.A.H.Y. KHOORY & CO. LLC,100378.08,AED,7139,8368,M4103,MACRO,Mechanical,Mechanical,1,False,2026,1,2026-01,27332.36,27332.36,Base PO,1,1,PO for Supply of Lift Station Submersible Pump Set
RFPO-7139-V40066-1,12 Jan 2026,PO for Opaque Polyethylene sheet,"White Cap Supply Holdings, LLC",822.97,USD,7139,8369,V40066,MACRO,Building Materials,Various,1,False,2026,1,2026-01,822.97,822.97,Base PO,1,1,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal"
RFPO-6705-V40165-1,12 Jan 2026,PO for Drill Bits,Tsang Brothers Corporation,570.5600000000001,USD,6705,8370,V40165,MACRO,Various,Various,1,False,2026,1,2026-01,570.5600000000001,570.5600000000001,Base PO,1,1,PO for Drill Bits
RFPO-6705-A5202-1,12 Jan 2026,PO for Hardware Items for Bldg 729,Lakshmi Metal Tech LLC,1811.0,AED,6705,8371,A5202,MACRO,Architectural,Architectural,1,False,2026,1,2026-01,493.12,493.12,Base PO,2,2,PO for Hardware Items for Bldg 729
RFPO-6705-V40164-1,08 Jan 2026,PO for Rebar Touch up Paints,Dateline Exports Inc.,4681.19,USD,6705,8366,V40164,MACRO,Various,Various,1,False,2026,1,2026-01,4681.19,4681.19,Base PO,1,1,PO for Rebar Touch up Paints
RFPO-7139-V40065-1,08 Jan 2026,PO for Cut and Bend Rebars and Patch Kits,Nucor Rebar Fabrication,21534.0,USD,7139,8367,V40065,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,21534.0,21534.0,Base PO,1,1,PO for Cut and Bend Rebars and Patch Kits
RFPO-1005-V7263-2,08 Jan 2026,PO for Ductile Iron Pipes & fittings,Cimmaron International Corporation,26544.46,USD,1005,8356,V7263,MICRON,Various,Various,2,True,2026,1,2026-01,26544.46,26544.46,Change Order,1,1,PO for Ductile Iron Pipes & fittings
RFPO-5829-R1512-1,07 Jan 2026,"PO for Hydraulic Crane, 100 Ton Rough Terrain, standard main boom  - Agreement No.: 2EC2501138",JOHNSON ARABIA LLC,70000.0,AED,5829,8361,R1512,MACRO,Rental,Rental,1,False,2026,1,2026-01,19060.59,19060.59,Base PO,2,2,"PO for Hydraulic Crane, 100 Ton Rough Terrain, standard main boom  - Agreement No.: 2EC2501138"
RFPO-5829-R1512-2,07 Jan 2026,"PO for Hydraulic Crane, 100 Ton Rough Terrain, standard main boom  - Agreement No.: 2EC2501138",JOHNSON ARABIA LLC,72000.0,AED,5829,8361,R1512,MACRO,Rental,Rental,2,True,2026,1,2026-01,19605.17,19605.17,Change Order,2,2,"PO for Hydraulic Crane, 100 Ton Rough Terrain, standard main boom  - Agreement No.: 2EC2501138"
RFPO-7139-V40064-2,07 Jan 2026,PO for Trench Boxes with Accessories,ALLEN TRENCH SAFETY CORPORATION,34985.55,USD,7139,8359,V40064,MVL USA JV LLC,Firestop/ DC 315,Fire,2,True,2026,1,2026-01,34985.55,34985.55,Change Order,2,2,Order No. INCA-20200820-01 Supply Of MVL Firestop DC6150 (4 Pails)
RFPO-5829-V40039-1,07 Jan 2026,PO for Supply of ductile iron (DI) manhole covers and frames as per approved submittal,Unitech Di Pipes & Fittings Mfg. LLC,127922.86,AED,5829,8363,V40039,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,34832.64,34832.64,Base PO,1,1,PO for Supply of ductile iron (DI) manhole covers and frames as per approved submittal
RFPO-6705-V40005-3,07 Jan 2026,NEW UNIT SUBSTATION & PRIMARY SELECTIVE SWITCHES,Kelly & Hayes Electrical Industrial & Plumbing Supplies,173389.43000000002,USD,6705,7070,V40005,MVL Greece,Various,Various,3,True,2026,1,2026-01,173389.43000000002,173389.43000000002,Change Order,3,3,NEW UNIT SUBSTATION & PRIMARY SELECTIVE SWITCHES
RFPO-5829-V40040-1,07 Jan 2026,PO for Candor - Supply of Basket Assembly 10mm Dia Round Rod L=1m (Uncoated)- Ref: UDIP/UAE/18102024/CANDOR/7174 REV04,Unitech Di Pipes & Fittings Mfg. LLC,51732.00000000001,AED,5829,8364,V40040,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,14086.32,14086.32,Base PO,1,1,PO for Candor - Supply of Basket Assembly 10mm Dia Round Rod L=1m (Uncoated)- Ref: UDIP/UAE/18102024/CANDOR/7174 REV04
RFPO-7878-V40003-1,07 Jan 2026,PO for Expansion and Buffer Tanks,INTEGRATED CONTRACTING SUPPLIERS,8957.0,USD,7878,8365,V40003,MACRO,Various,Various,1,False,2026,1,2026-01,8957.0,8957.0,Base PO,1,1,PO for Expansion and Buffer Tanks
RFPO-6705-A5301-1,06 Jan 2026,PO for Paints & coatings for Building 729,BM Middle East FZC,2212.0,USD,6705,8354,A5301,MACRO,Architectural,Architectural,1,False,2026,1,2026-01,2212.0,2212.0,Base PO,1,1,PO for Paints & coatings for Building 729
RFPO-7139-E6823-1,06 Jan 2026,PO for PVC nonmetallic conduits (CANTEX),TIC LIGHT ELECTRICAL CORP,7116.68,USD,7139,8355,E6823,MACRO,Electrical,Electrical,1,False,2026,1,2026-01,7116.68,7116.68,Base PO,1,1,PO for PVC nonmetallic conduits (CANTEX)
RFPO-7212-V40019-1,06 Jan 2026,PO for Nitrogen Generator & Air Compressor,"South-Tek Systems, LLC",40826.8,USD,7212,8358,V40019,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,40826.8,40826.8,Base PO,1,1,PO for Nitrogen Generator & Air Compressor
RFPO-7139-V40064-1,06 Jan 2026,PO for Trench Boxes with Accessories,ALLEN TRENCH SAFETY CORPORATION,33102.75,USD,7139,8359,V40064,MVL USA JV LLC,Firestop/ DC 315,Fire,1,False,2026,1,2026-01,33102.75,33102.75,Base PO,2,2,Order No. INCA-20200820-01 Supply Of MVL Firestop DC6150 (4 Pails)
RFPO-7139-V4358-1,06 Jan 2026,PO for RT29 Radio,YSAIR HONGKONG HOLDINGS LIMITED,995.7,USD,7139,8360,V4358,MACRO,Various,Various,1,False,2026,1,2026-01,995.7,995.7,Base PO,1,1,PO for RT29 Radio
RFPO-1005-V7264-1,06 Jan 2026,PO for PVC Pipes & Fittings,HOLBROOK PIPE SUPPLY INC.,11906.664999999999,USD,1005,8357,V7264,MICRON,Building Materials,Various,1,False,2026,1,2026-01,11906.664999999999,11906.664999999999,Base PO,1,1,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal"
RFPO-7139-E6822-1,05 Jan 2026,PO for PVC coated conduits,Benfield Electric International Ltd.,54944.130000000005,USD,7139,8352,E6822,MACRO,Electrical,Electrical,1,False,2026,1,2026-01,54944.130000000005,54944.130000000005,Base PO,1,1,PO for PVC coated conduits
RFPO-5829-V40038-1,02 Jan 2026,"PO for Air Pavement - Epoxy-Coated Dowel Bars (410mm x 25mm)  and Welded Wire Mesh (150x150x07x07mm, 2.4m x 4.8m sheets)",Unitech Di Pipes & Fittings Mfg. LLC,57755.5,USD,5829,8351,V40038,MVL USA JV LLC,Various,Various,1,False,2026,1,2026-01,57755.5,57755.5,Base PO,1,1,"PO for Air Pavement - Epoxy-Coated Dowel Bars (410mm x 25mm)  and Welded Wire Mesh (150x150x07x07mm, 2.4m x 4.8m sheets)"
RFPO-6705-V4362-2,24 Dec 2025,PO for Confined Space Kit,Industrial Safety Products,1756.9,USD,6705,8321,V4362,MACRO,Building Materials,Various,2,True,2025,12,2025-12,1756.9,1756.9,Change Order,2,2,W5J9JE18C0008 &ndash; MOI COMPLEX FEMALE POLICE TOWN PHASE II
RFPO-8206-O1-1,24 Dec 2025,PO for Lenovo Business Laptop,Kyoto Technologies,47400.0,AED,8206,8350,O1,MACRO,Office Assets,Office Assets,1,False,2025,12,2025-12,12906.74,12906.74,Base PO,1,1,PO for Lenovo Business Laptop
RFPO-7073-V40013-1,19 Dec 2025,PO for Gaskets,"Smith International Gulf Services, LLC",18553.5,AED,7073,8345,V40013,MACRO,Various,Various,1,False,2025,12,2025-12,5052.01,5052.01,Base PO,1,1,PO for Gaskets
RFPO-5532-V4378-1,19 Dec 2025,PO for Plan Swift 11 Measurements & QTY Takeoff Software -  Perpetual License - Marte Alzate,Green Figure Technique,7380.0,AED,5532,8346,V4378,FIRESTOP,Building Materials,Various,1,False,2025,12,2025-12,2009.53,2009.53,Base PO,1,1,W5J9JE18C0008 &ndash; MOI COMPLEX FEMALE POLICE TOWN PHASE II
RFPO-6852-V40037-1,19 Dec 2025,PO for Fuel System Repair Materials,Jet Fuel Specialists LLC,23112.640000000003,USD,6852,8347,V40037,MVL USA JV LLC,Various,Various,1,False,2025,12,2025-12,23112.640000000003,23112.640000000003,Base PO,1,1,PO for Fuel System Repair Materials
RFPO-6705-V40163-1,18 Dec 2025,"PO for STAINLESS STEEL SS316, ASTM A312, SCH40 WELDED PIPES",PENN STAINLESS PRODUCTS,2830.61,USD,6705,8343,V40163,MACRO,Various,Various,1,False,2025,12,2025-12,2830.61,2830.61,Base PO,1,1,"PO for STAINLESS STEEL SS316, ASTM A312, SCH40 WELDED PIPES"
RFPO-7139-V40063-1,18 Dec 2025,PO for JFVD78922 - Preshipment Inspection - Coaster 19 seats bus MD6601 and Two years wearing spare parts list,V-Trust Inspection Service Co. Ltd.,268.0,USD,7139,8344,V40063,MVL USA JV LLC,Mechanical Items,Mechanical,1,False,2025,12,2025-12,268.0,268.0,Base PO,1,1,W912D2-19-F0060 HVAC Project 1915C And 1915H
RFPO-5532-V4377-1,17 Dec 2025,PO for Magnet Sticker Panels - 210 × 120 cm - Estimate 3302,Alelham Consultancy LLC,3660.0,AED,5532,8337,V4377,FIRESTOP,Various,Various,1,False,2025,12,2025-12,996.6,996.6,Base PO,1,1,PO for Magnet Sticker Panels - 210 × 120 cm - Estimate 3302
RFPO-7139-V40059-1,17 Dec 2025,PO for INV-JFVD72671 - Preshipment Inspection - DONGFENG 190HP Truck Mounted XCMG 6.3Ton Crane and Spare Parts,V-Trust Inspection Service Co. Ltd.,268.0,USD,7139,8338,V40059,MVL USA JV LLC,Various,Various,1,False,2025,12,2025-12,268.0,268.0,Base PO,1,1,PO for INV-JFVD72671 - Preshipment Inspection - DONGFENG 190HP Truck Mounted XCMG 6.3Ton Crane and Spare Parts
RFPO-7212-V40017-1,17 Dec 2025,PO for Gas Detector system & Controls,BMS Btech Switchgear,29599.999999999996,AED,7212,8339,V40017,MVL USA JV LLC,Various,Various,1,False,2025,12,2025-12,8059.9,8059.9,Base PO,1,1,PO for Gas Detector system & Controls
RFPO-7139-V40036-2,17 Dec 2025,PO for Mechanic Shop Tools,Dateline Exports Inc.,32410.309999999994,USD,7139,8008,V40036,MVL USA JV LLC,Various,Various,2,True,2025,12,2025-12,32410.309999999994,32410.309999999994,Change Order,2,2,PO for Mechanic Shop Tools
RFPO-7139-V40062-1,17 Dec 2025,PO for Ductile Iron Pipe and Fittings,Cimmaron International Corporation,23402.52,USD,7139,8340,V40062,MVL USA JV LLC,Building Materials,Various,1,False,2025,12,2025-12,23402.52,23402.52,Base PO,1,1,MVL FIRESTOP
RFPO-6705-V40162-1,17 Dec 2025,PO for Ductile Iron Pipe and Fittings,Cimmaron International Corporation,7472.620000000001,USD,6705,8341,V40162,MACRO,Various,Various,1,False,2025,12,2025-12,7472.620000000001,7472.620000000001,Base PO,1,1,PO for Ductile Iron Pipe and Fittings
RFPO-7864-V40004-1,17 Dec 2025,PO for Adhesive for Carpets,Right Choice Equipment Trading (LLC),440.0,AED,7864,8342,V40004,MACRO,Various,Various,1,False,2025,12,2025-12,119.81,119.81,Base PO,1,1,PO for Adhesive for Carpets
RFPO-7139-M4020-1,16 Dec 2025,PO for XH202310251-1 - Gulf Carts - GM-6D+2 and GM-4D with cargo,"Henan XunHu Equipment Co., Ltd",29778.0,USD,7139,8331,M4020,MVL USA JV LLC,Building Materials,Various,1,False,2025,12,2025-12,29778.0,29778.0,Base PO,1,1,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal"
RFPO-7139-S9144-1,16 Dec 2025,PO for Filters- Maintenance parts for 37.5KVA GENERATOR SET,MORRICO EQUIPMENT LLC,502.47,USD,7139,8332,S9144,"MVL USA, INC",Building Materials,Various,1,False,2025,12,2025-12,502.47,502.47,Base PO,1,1,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal"
RFPO-5829-V40037-1,16 Dec 2025,PO for Oasis Metal Quotation OMM/24‑3693 -  (Triton Project Facility B – Trench Gratings) - COP7,Oasis Metal Manufacturing LLC,28200.0,AED,5829,8333,V40037,MVL USA JV LLC,Various,Various,1,False,2025,12,2025-12,7678.69,7678.69,Base PO,1,1,PO for Oasis Metal Quotation OMM/24‑3693 -  (Triton Project Facility B – Trench Gratings) - COP7
RFPO-5532-M4052-1,16 Dec 2025,PO for MVL-DG Equipment -VibratoryCompactors- -X025 - John,Evangel International Machinery Ltd.,25000.0,USD,5532,8335,M4052,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,12,2025-12,25000.0,25000.0,Base PO,1,1,PO for MVL-DG Equipment -VibratoryCompactors- -X025 - John
RFPO-7139-V40060-1,16 Dec 2025,PO for PVC C-900 Pipe and Fittings for Fire Water,American International Supply Inc.,15822.140000000001,USD,7139,8334,V40060,MVL USA JV LLC,Various,Various,1,False,2025,12,2025-12,15822.140000000001,15822.140000000001,Base PO,1,1,PO for PVC C-900 Pipe and Fittings for Fire Water
RFPO-7139-V40061-1,16 Dec 2025,PO for SPONGE RUBBER EXPANSION JOINT FILLER WR MEADOWS,Dateline Exports Inc.,20217.63,USD,7139,8336,V40061,MVL USA JV LLC,Various,Various,1,False,2025,12,2025-12,20217.63,20217.63,Base PO,1,1,PO for SPONGE RUBBER EXPANSION JOINT FILLER WR MEADOWS
RFPO-5532-V4376-1,15 Dec 2025,PO for - Magnet Sticker - Specs: - Digital printed outdoor vinyl - UV lamination (glossy or matte) - Mounted on magnet sheet - Thickness: 0.8 mm - Size: 45 × 20 cm,Alelham Consultancy LLC,2475.0,AED,5532,8324,V4376,FIRESTOP,Various,Various,1,False,2025,12,2025-12,673.93,673.93,Base PO,1,1,PO for - Magnet Sticker - Specs: - Digital printed outdoor vinyl - UV lamination (glossy or matte) - Mounted on magnet sheet - Thickness: 0.8 mm - Size: 45 × 20 cm
