poNumber,poDate,poName,supplier,entity,project,material,materialCode,value,currency,year,month,mainOrderId,orderId,poType
RFPO-7120-V40005-1,21 Jan 2026,PO for Condensate Drain Pumps,Global Services Vertiv Japan GK,MVL Greece,PO for Condensate Drain Pumps,Various,Various,2146477.0,USD,2026,1,7120,RFPO-7120-V40005,Base PO
RFPO-7139-V40068-1,20 Jan 2026,PO for Bulk Bags Skid Lot,Uline,MVL USA JV LLC,PO for Bulk Bags Skid Lot,Various,Various,2114.89,USD,2026,1,7139,RFPO-7139-V40068,Base PO
RFPO-6705-V40161-2,20 Jan 2026,PO for #67 Rock(Coarse Aggregate),SMITHBRIDGE GUAM,MACRO,PO for #67 Rock(Coarse Aggregate),Various,Various,92284.55,USD,2026,1,6705,RFPO-6705-V40161,Change Order
RFPO-7139-V40069-1,20 Jan 2026,PO for Formwork Material for Lift Station,Dateline Exports Inc.,MVL USA JV LLC,PO for Formwork Material for Lift Station,Various,Various,9513.64,USD,2026,1,7139,RFPO-7139-V40069,Base PO
RFPO-5829-V40042-1,19 Jan 2026,PO for AIR PAVEMENT - XEL/Q5546/26/JC – Rev 1 - Supply of X-Cure RB90 (16 × 200L),X-Calibur Emirates LLC,MVL USA JV LLC,PO for AIR PAVEMENT - XEL/Q5546/26/JC – Rev 1 - Supply of X-Cure RB90 (16 × 200L),Various,Various,8565.28,USD,2026,1,5829,RFPO-5829-V40042,Base PO
RFPO-5829-M4003-1,19 Jan 2026,PO for AIR FIELD PAVEMENT - WC/SQ/12774 - BULL FLOAT,WECARE MACHINERY TRADING – Sole Proprietorship LLC,MVL Nepal,PO for AIR FIELD PAVEMENT - WC/SQ/12774 - BULL FLOAT,Mechanical,Mechanical,370.32,USD,2026,1,5829,RFPO-5829-M4003,Base PO
RFPO-1569-O117-1,15 Jan 2026,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - CSP 1223 MVL - NCE CSP Agreement Renewal - GCC - 2026,Managed Solution LLC,MACRO,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - CSP 1223 MVL - NCE CSP Agreement Renewal - GCC - 2026,Office Assets,Office Assets,199837.439,USD,2026,1,1569,RFPO-1569-O117,Base PO
RFPO-7878-V40007-1,15 Jan 2026,PO for Air Separator Tank,INTEGRATED CONTRACTING SUPPLIERS,MVL Greece,PO for Air Separator Tank,Various,Various,2088.0,USD,2026,1,7878,RFPO-7878-V40007,Base PO
RFPO-1569-O118-1,15 Jan 2026,"PO forBluebeam Core License - SA50 - End User: Austin Jacques (Superintendent, MVL USA, Inc.)",AllCAD Solutions LLC,MACRO,"PO forBluebeam Core License - SA50 - End User: Austin Jacques (Superintendent, MVL USA, Inc.)",Office Assets,Office Assets,251.87,USD,2026,1,1569,RFPO-1569-O118,Base PO
RFPO-7616-A5301-1,15 Jan 2026,PO for Paints & Coatings,BM Middle East FZC,MACRO,PO for Paints & Coatings,Architectural,Architectural,6631.86,USD,2026,1,7616,RFPO-7616-A5301,Base PO
RFPO-1569-O114-1,14 Jan 2026,PO for Acronis Cyber Protect Cloud - January - June 2026 -  INV/25-26/083,RivYv Technologies,MACRO,PO for Acronis Cyber Protect Cloud - January - June 2026 -  INV/25-26/083,Office Assets,Office Assets,6000.0,USD,2026,1,1569,RFPO-1569-O114,Base PO
RFPO-6705-A5202-2,14 Jan 2026,PO for Hardware Items for Bldg 729,Lakshmi Metal Tech LLC,MACRO,PO for Hardware Items for Bldg 729,Architectural,Architectural,524.17,USD,2026,1,6705,RFPO-6705-A5202,Change Order
RFPO-7139-V40067-1,14 Jan 2026,PO for Valve Boxes and cover for Water & Fire,EJ USA Inc.,MVL USA JV LLC,PO for Valve Boxes and cover for Water & Fire,Various,Various,2904.16,USD,2026,1,7139,RFPO-7139-V40067,Base PO
RFPO-7878-V40006-1,14 Jan 2026,PO for Vane Axial Fans,INTEGRATED CONTRACTING SUPPLIERS,MACRO,PO for Vane Axial Fans,Various,Various,25321.32,USD,2026,1,7878,RFPO-7878-V40006,Base PO
RFPO-7878-V40005-1,14 Jan 2026,PO for Manual Balancing Dampers,INTEGRATED CONTRACTING SUPPLIERS,MVL Greece,PO for Manual Balancing Dampers,Various,Various,2235.0,USD,2026,1,7878,RFPO-7878-V40005,Base PO
RFPO-7139-E6824-1,14 Jan 2026,PO for ATCT LSA - Lift Station - Electrical Conduit & fitting,TIC LIGHT ELECTRICAL CORP,MACRO,PO for ATCT LSA - Lift Station - Electrical Conduit & fitting,Electrical,Electrical,4367.0,USD,2026,1,7139,RFPO-7139-E6824,Base PO
RFPO-7139-E6825-1,14 Jan 2026,PO for  ATCT LSA - Lift Station-Eaton Circuit Breaker,AL GHANDI SWITCHGEARS INDUSTRY,MACRO,PO for  ATCT LSA - Lift Station-Eaton Circuit Breaker,Electrical,Electrical,84.41,USD,2026,1,7139,RFPO-7139-E6825,Base PO
RFPO-6705-V40166-1,13 Jan 2026,PO for DWV pipe and Elbow for FCU and ACCU,American International Supply Inc.,MACRO,PO for DWV pipe and Elbow for FCU and ACCU,Various,Various,300.0,USD,2026,1,6705,RFPO-6705-V40166,Base PO
RFPO-5829-V40041-1,13 Jan 2026,PO for Heavy Duty Bridge Deck Finisher (QT-202633),Lomeq Technical Services Co. L.L.C,MVL USA JV LLC,PO for Heavy Duty Bridge Deck Finisher (QT-202633),Various,Various,7624.23,USD,2026,1,5829,RFPO-5829-V40041,Base PO
RFPO-1569-O116-1,13 Jan 2026,PO for Internal - Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 116866,Managed Solution LLC,MACRO,PO for Internal - Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 116866,Office Assets,Office Assets,1909.2,USD,2026,1,1569,RFPO-1569-O116,Base PO
RFPO-5153-S9115-1,13 Jan 2026,PO for Blanket Purchase Order P010027.00 – 0097 -001 - Percassi,IMPRESA PERCASSI S.P.A.,MVL Italy,PO for Blanket Purchase Order P010027.00 – 0097 -001 - Percassi,Services,Services,1.0,USD,2026,1,5153,RFPO-5153-S9115,Base PO
RFPO-5153-S9116-1,13 Jan 2026,PO for Blanket Purchase Order - P010027.00 – 0097 -002 – Gemmo .,GEMMO SPA,MVL Italy,PO for Blanket Purchase Order - P010027.00 – 0097 -002 – Gemmo .,Services,Services,0,USD,2026,1,5153,RFPO-5153-S9116,Base PO
RFPO-1569-O115-1,13 Jan 2026,PO forAronis Advance Management Includes RDP - January - June 2026 - INV/25-26/084,RivYv Technologies,MACRO,PO forAronis Advance Management Includes RDP - January - June 2026 - INV/25-26/084,Office Assets,Office Assets,4230.0,USD,2026,1,1569,RFPO-1569-O115,Base PO
RFPO-7139-M4104-1,13 Jan 2026,PO for GAC filter system 600GPM,"Dongguan Haiyuan Water Treatment Co., LTD",MACRO,PO for GAC filter system 600GPM,Mechanical,Mechanical,99710.0,USD,2026,1,7139,RFPO-7139-M4104,Base PO
RFPO-7139-M4103-1,12 Jan 2026,PO for Supply of Lift Station Submersible Pump Set,M.A.H.Y. KHOORY & CO. LLC,MACRO,PO for Supply of Lift Station Submersible Pump Set,Mechanical,Mechanical,27332.36,USD,2026,1,7139,RFPO-7139-M4103,Base PO
RFPO-7139-V40066-1,12 Jan 2026,PO for Opaque Polyethylene sheet,"White Cap Supply Holdings, LLC",MACRO,PO for Opaque Polyethylene sheet,Various,Various,822.97,USD,2026,1,7139,RFPO-7139-V40066,Base PO
RFPO-6705-V40165-1,12 Jan 2026,PO for Drill Bits,Tsang Brothers Corporation,MACRO,PO for Drill Bits,Various,Various,570.56,USD,2026,1,6705,RFPO-6705-V40165,Base PO
RFPO-6705-A5202-1,12 Jan 2026,PO for Hardware Items for Bldg 729,Lakshmi Metal Tech LLC,MACRO,PO for Hardware Items for Bldg 729,Architectural,Architectural,493.12,USD,2026,1,6705,RFPO-6705-A5202,Base PO
RFPO-6705-V40164-1,08 Jan 2026,PO for Rebar Touch up Paints,Dateline Exports Inc.,MACRO,PO for Rebar Touch up Paints,Various,Various,4681.19,USD,2026,1,6705,RFPO-6705-V40164,Base PO
RFPO-7139-V40065-1,08 Jan 2026,PO for Cut and Bend Rebars and Patch Kits,Nucor Rebar Fabrication,MVL USA JV LLC,PO for Cut and Bend Rebars and Patch Kits,Various,Various,21534.0,USD,2026,1,7139,RFPO-7139-V40065,Base PO
RFPO-1005-V7263-2,08 Jan 2026,PO for Ductile Iron Pipes & fittings,Cimmaron International Corporation,MICRON,PO for Ductile Iron Pipes & fittings,Various,Various,26544.46,USD,2026,1,1005,RFPO-1005-V7263,Change Order
RFPO-5829-R1512-1,07 Jan 2026,"PO for Hydraulic Crane, 100 Ton Rough Terrain, standard main boom  - Agreement No.: 2EC2501138",JOHNSON ARABIA LLC,MACRO,"PO for Hydraulic Crane, 100 Ton Rough Terrain, standard main boom  - Agreement No.: 2EC2501138",Rental,Rental,19060.59,USD,2026,1,5829,RFPO-5829-R1512,Base PO
RFPO-5829-R1512-2,07 Jan 2026,"PO for Hydraulic Crane, 100 Ton Rough Terrain, standard main boom  - Agreement No.: 2EC2501138",JOHNSON ARABIA LLC,MACRO,"PO for Hydraulic Crane, 100 Ton Rough Terrain, standard main boom  - Agreement No.: 2EC2501138",Rental,Rental,19605.17,USD,2026,1,5829,RFPO-5829-R1512,Change Order
RFPO-7139-V40064-2,07 Jan 2026,PO for Trench Boxes with Accessories,ALLEN TRENCH SAFETY CORPORATION,MVL USA JV LLC,PO for Trench Boxes with Accessories,Various,Various,34985.55,USD,2026,1,7139,RFPO-7139-V40064,Change Order
RFPO-5829-V40039-1,07 Jan 2026,PO for Supply of ductile iron (DI) manhole covers and frames as per approved submittal,Unitech Di Pipes & Fittings Mfg. LLC,MVL USA JV LLC,PO for Supply of ductile iron (DI) manhole covers and frames as per approved submittal,Various,Various,34832.64,USD,2026,1,5829,RFPO-5829-V40039,Base PO
RFPO-6705-V40005-3,07 Jan 2026,NEW UNIT SUBSTATION & PRIMARY SELECTIVE SWITCHES,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MVL Greece,NEW UNIT SUBSTATION & PRIMARY SELECTIVE SWITCHES,Various,Various,173389.43,USD,2026,1,6705,RFPO-6705-V40005,Change Order
RFPO-5829-V40040-1,07 Jan 2026,PO for Candor - Supply of Basket Assembly 10mm Dia Round Rod L=1m (Uncoated)- Ref: UDIP/UAE/18102024/CANDOR/7174 REV04,Unitech Di Pipes & Fittings Mfg. LLC,MVL USA JV LLC,PO for Candor - Supply of Basket Assembly 10mm Dia Round Rod L=1m (Uncoated)- Ref: UDIP/UAE/18102024/CANDOR/7174 REV04,Various,Various,14086.32,USD,2026,1,5829,RFPO-5829-V40040,Base PO
RFPO-7878-V40003-1,07 Jan 2026,PO for Expansion and Buffer Tanks,INTEGRATED CONTRACTING SUPPLIERS,MACRO,PO for Expansion and Buffer Tanks,Various,Various,8957.0,USD,2026,1,7878,RFPO-7878-V40003,Base PO
RFPO-6705-A5301-1,06 Jan 2026,PO for Paints & coatings for Building 729,BM Middle East FZC,MACRO,PO for Paints & coatings for Building 729,Architectural,Architectural,2212.0,USD,2026,1,6705,RFPO-6705-A5301,Base PO
RFPO-7139-E6823-1,06 Jan 2026,PO for PVC nonmetallic conduits (CANTEX),TIC LIGHT ELECTRICAL CORP,MACRO,PO for PVC nonmetallic conduits (CANTEX),Electrical,Electrical,7116.68,USD,2026,1,7139,RFPO-7139-E6823,Base PO
RFPO-7212-V40019-1,06 Jan 2026,PO for Nitrogen Generator & Air Compressor,"South-Tek Systems, LLC",MVL USA JV LLC,PO for Nitrogen Generator & Air Compressor,Various,Various,40826.8,USD,2026,1,7212,RFPO-7212-V40019,Base PO
RFPO-7139-V40064-1,06 Jan 2026,PO for Trench Boxes with Accessories,ALLEN TRENCH SAFETY CORPORATION,MVL USA JV LLC,PO for Trench Boxes with Accessories,Various,Various,33102.75,USD,2026,1,7139,RFPO-7139-V40064,Base PO
RFPO-7139-V4358-1,06 Jan 2026,PO for RT29 Radio,YSAIR HONGKONG HOLDINGS LIMITED,MACRO,PO for RT29 Radio,Various,Various,995.7,USD,2026,1,7139,RFPO-7139-V4358,Base PO
RFPO-1005-V7264-1,06 Jan 2026,PO for PVC Pipes & Fittings,HOLBROOK PIPE SUPPLY INC.,MICRON,PO for PVC Pipes & Fittings,Various,Various,11906.665,USD,2026,1,1005,RFPO-1005-V7264,Base PO
RFPO-7139-E6822-1,05 Jan 2026,PO for PVC coated conduits,Benfield Electric International Ltd.,MACRO,PO for PVC coated conduits,Electrical,Electrical,54944.13,USD,2026,1,7139,RFPO-7139-E6822,Base PO
RFPO-5829-V40038-1,02 Jan 2026,"PO for Air Pavement - Epoxy-Coated Dowel Bars (410mm x 25mm)  and Welded Wire Mesh (150x150x07x07mm, 2.4m x 4.8m sheets)",Unitech Di Pipes & Fittings Mfg. LLC,MVL USA JV LLC,"PO for Air Pavement - Epoxy-Coated Dowel Bars (410mm x 25mm)  and Welded Wire Mesh (150x150x07x07mm, 2.4m x 4.8m sheets)",Various,Various,57755.5,USD,2026,1,5829,RFPO-5829-V40038,Base PO
RFPO-6705-V4362-2,24 Dec 2025,PO for Confined Space Kit,Industrial Safety Products,MACRO,PO for Confined Space Kit,Various,Various,1756.9,USD,2025,12,6705,RFPO-6705-V4362,Change Order
RFPO-8206-O1-1,24 Dec 2025,PO for Lenovo Business Laptop,Kyoto Technologies,MACRO,PO for Lenovo Business Laptop,Office Assets,Office Assets,12906.74,USD,2025,12,8206,RFPO-8206-O1,Base PO
RFPO-7073-V40013-1,19 Dec 2025,PO for Gaskets,"Smith International Gulf Services, LLC",MACRO,PO for Gaskets,Various,Various,5052.01,USD,2025,12,7073,RFPO-7073-V40013,Base PO
RFPO-5532-V4378-1,19 Dec 2025,PO for Plan Swift 11 Measurements & QTY Takeoff Software -  Perpetual License - Marte Alzate,Green Figure Technique,FIRESTOP,PO for Plan Swift 11 Measurements & QTY Takeoff Software -  Perpetual License - Marte Alzate,Various,Various,2009.53,USD,2025,12,5532,RFPO-5532-V4378,Base PO
RFPO-6852-V40037-1,19 Dec 2025,PO for Fuel System Repair Materials,Jet Fuel Specialists LLC,MVL USA JV LLC,PO for Fuel System Repair Materials,Various,Various,23112.64,USD,2025,12,6852,RFPO-6852-V40037,Base PO
RFPO-6705-V40163-1,18 Dec 2025,"PO for STAINLESS STEEL SS316, ASTM A312, SCH40 WELDED PIPES",PENN STAINLESS PRODUCTS,MACRO,"PO for STAINLESS STEEL SS316, ASTM A312, SCH40 WELDED PIPES",Various,Various,2830.61,USD,2025,12,6705,RFPO-6705-V40163,Base PO
RFPO-7139-V40063-1,18 Dec 2025,PO for JFVD78922 - Preshipment Inspection - Coaster 19 seats bus MD6601 and Two years wearing spare parts list,V-Trust Inspection Service Co. Ltd.,MVL USA JV LLC,PO for JFVD78922 - Preshipment Inspection - Coaster 19 seats bus MD6601 and Two years wearing spare parts list,Various,Various,268.0,USD,2025,12,7139,RFPO-7139-V40063,Base PO
RFPO-5532-V4377-1,17 Dec 2025,PO for Magnet Sticker Panels - 210 × 120 cm - Estimate 3302,Alelham Consultancy LLC,FIRESTOP,PO for Magnet Sticker Panels - 210 × 120 cm - Estimate 3302,Various,Various,996.6,USD,2025,12,5532,RFPO-5532-V4377,Base PO
RFPO-7139-V40059-1,17 Dec 2025,PO for INV-JFVD72671 - Preshipment Inspection - DONGFENG 190HP Truck Mounted XCMG 6.3Ton Crane and Spare Parts,V-Trust Inspection Service Co. Ltd.,MVL USA JV LLC,PO for INV-JFVD72671 - Preshipment Inspection - DONGFENG 190HP Truck Mounted XCMG 6.3Ton Crane and Spare Parts,Various,Various,268.0,USD,2025,12,7139,RFPO-7139-V40059,Base PO
RFPO-7212-V40017-1,17 Dec 2025,PO for Gas Detector system & Controls,BMS Btech Switchgear,MVL USA JV LLC,PO for Gas Detector system & Controls,Various,Various,8059.9,USD,2025,12,7212,RFPO-7212-V40017,Base PO
RFPO-7139-V40036-2,17 Dec 2025,PO for Mechanic Shop Tools,Dateline Exports Inc.,MVL USA JV LLC,PO for Mechanic Shop Tools,Various,Various,32410.31,USD,2025,12,7139,RFPO-7139-V40036,Change Order
RFPO-7139-V40062-1,17 Dec 2025,PO for Ductile Iron Pipe and Fittings,Cimmaron International Corporation,MVL USA JV LLC,PO for Ductile Iron Pipe and Fittings,Various,Various,23402.52,USD,2025,12,7139,RFPO-7139-V40062,Base PO
RFPO-6705-V40162-1,17 Dec 2025,PO for Ductile Iron Pipe and Fittings,Cimmaron International Corporation,MACRO,PO for Ductile Iron Pipe and Fittings,Various,Various,7472.62,USD,2025,12,6705,RFPO-6705-V40162,Base PO
RFPO-7864-V40004-1,17 Dec 2025,PO for Adhesive for Carpets,Right Choice Equipment Trading (LLC),MACRO,PO for Adhesive for Carpets,Various,Various,119.81,USD,2025,12,7864,RFPO-7864-V40004,Base PO
RFPO-7139-M4020-1,16 Dec 2025,PO for XH202310251-1 - Gulf Carts - GM-6D+2 and GM-4D with cargo,"Henan XunHu Equipment Co., Ltd",MVL USA JV LLC,PO for XH202310251-1 - Gulf Carts - GM-6D+2 and GM-4D with cargo,Mechanical,Mechanical,29778.0,USD,2025,12,7139,RFPO-7139-M4020,Base PO
RFPO-7139-S9144-1,16 Dec 2025,PO for Filters- Maintenance parts for 37.5KVA GENERATOR SET,MORRICO EQUIPMENT LLC,"MVL USA, INC",PO for Filters- Maintenance parts for 37.5KVA GENERATOR SET,Services,Services,502.47,USD,2025,12,7139,RFPO-7139-S9144,Base PO
RFPO-5829-V40037-1,16 Dec 2025,PO for Oasis Metal Quotation OMM/24‑3693 -  (Triton Project Facility B – Trench Gratings) - COP7,Oasis Metal Manufacturing LLC,MVL USA JV LLC,PO for Oasis Metal Quotation OMM/24‑3693 -  (Triton Project Facility B – Trench Gratings) - COP7,Various,Various,7678.69,USD,2025,12,5829,RFPO-5829-V40037,Base PO
RFPO-5532-M4052-1,16 Dec 2025,PO for MVL-DG Equipment -VibratoryCompactors- -X025 - John,Evangel International Machinery Ltd.,MVL USA JV LLC,PO for MVL-DG Equipment -VibratoryCompactors- -X025 - John,Mechanical,Mechanical,25000.0,USD,2025,12,5532,RFPO-5532-M4052,Base PO
RFPO-7139-V40060-1,16 Dec 2025,PO for PVC C-900 Pipe and Fittings for Fire Water,American International Supply Inc.,MVL USA JV LLC,PO for PVC C-900 Pipe and Fittings for Fire Water,Various,Various,15822.14,USD,2025,12,7139,RFPO-7139-V40060,Base PO
RFPO-7139-V40061-1,16 Dec 2025,PO for SPONGE RUBBER EXPANSION JOINT FILLER WR MEADOWS,Dateline Exports Inc.,MVL USA JV LLC,PO for SPONGE RUBBER EXPANSION JOINT FILLER WR MEADOWS,Various,Various,20217.63,USD,2025,12,7139,RFPO-7139-V40061,Base PO
RFPO-5532-V4376-1,15 Dec 2025,PO for - Magnet Sticker - Specs: - Digital printed outdoor vinyl - UV lamination (glossy or matte) - Mounted on magnet sheet - Thickness: 0.8 mm - Size: 45 × 20 cm,Alelham Consultancy LLC,FIRESTOP,PO for - Magnet Sticker - Specs: - Digital printed outdoor vinyl - UV lamination (glossy or matte) - Mounted on magnet sheet - Thickness: 0.8 mm - Size: 45 × 20 cm,Various,Various,673.93,USD,2025,12,5532,RFPO-5532-V4376,Base PO
RFPO-1569-O112-1,15 Dec 2025,PO for Bluebeam Core – Annual Subscription – Renewal (Sub End: 1st Jan 2026) - Quotation Ref: SA729,AllCAD Solutions LLC,MACRO,PO for Bluebeam Core – Annual Subscription – Renewal (Sub End: 1st Jan 2026) - Quotation Ref: SA729,Office Assets,Office Assets,503.74,USD,2025,12,1569,RFPO-1569-O112,Base PO
RFPO-7864-A5201-1,15 Dec 2025,PO for Aluminium Windows,Lakshmi Metal Tech LLC,MACRO,PO for Aluminium Windows,Architectural,Architectural,70000.56,USD,2025,12,7864,RFPO-7864-A5201,Base PO
RFPO-1569-O113-1,15 Dec 2025,PO for Bluebeam Core License - Mansoor.Junbesh@mvl-group.com,AllCAD Solutions LLC,MACRO,PO for Bluebeam Core License - Mansoor.Junbesh@mvl-group.com,Office Assets,Office Assets,251.87,USD,2025,12,1569,RFPO-1569-O113,Base PO
RFPO-6705-V40161-1,15 Dec 2025,PO for #67 Rock(Coarse Aggregate),SMITHBRIDGE GUAM,MACRO,PO for #67 Rock(Coarse Aggregate),Various,Various,92054.4,USD,2025,12,6705,RFPO-6705-V40161,Base PO
RFPO-7212-V40016-1,15 Dec 2025,PO for 16mm Thread rods,Fastener Point LLC,MACRO,PO for 16mm Thread rods,Various,Various,321.81,USD,2025,12,7212,RFPO-7212-V40016,Base PO
RFPO-5532-M4057-1,11 Dec 2025,PO for Official Quotation-7 Machines Spare Parts,Evangel International Machinery Ltd.,MVL USA JV LLC,PO for Official Quotation-7 Machines Spare Parts,Mechanical,Mechanical,12800.0,USD,2025,12,5532,RFPO-5532-M4057,Base PO
RFPO-1569-O111-1,11 Dec 2025,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 115999,Managed Solution LLC,MACRO,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 115999,Office Assets,Office Assets,667.9,USD,2025,12,1569,RFPO-1569-O111,Base PO
RFPO-6705-V4362-1,11 Dec 2025,PO for Confined Space Kit,Industrial Safety Products,MACRO,PO for Confined Space Kit,Various,Various,1589.0,USD,2025,12,6705,RFPO-6705-V4362,Base PO
RFPO-7139-V4357-1,11 Dec 2025,PO for Lubricants,Van De Pol Enterprises Inc,MACRO,PO for Lubricants,Various,Various,18167.57,USD,2025,12,7139,RFPO-7139-V4357,Base PO
RFPO-6705-V40159-2,11 Dec 2025,PO for PVC Cement for COSA- Plumbing,"JW Supply House, Inc",MACRO,PO for PVC Cement for COSA- Plumbing,Various,Various,749.96,USD,2025,12,6705,RFPO-6705-V40159,Change Order
RFPO-5532-M4056-1,10 Dec 2025,PO for AG25AQ426D - VIN: CLW5070QL - Isuzu Van,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,PO for AG25AQ426D - VIN: CLW5070QL - Isuzu Van,Mechanical,Mechanical,1595.54,USD,2025,12,5532,RFPO-5532-M4056,Base PO
RFPO-6705-V40160-1,10 Dec 2025,PO for OCAL-PVC Coated Coupler,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,PO for OCAL-PVC Coated Coupler,Various,Various,3854.01,USD,2025,12,6705,RFPO-6705-V40160,Base PO
RFPO-6705-E6843-1,10 Dec 2025,PO for Cantex- Male Terminal Adapters,TIC LIGHT ELECTRICAL CORP,MACRO,PO for Cantex- Male Terminal Adapters,Electrical,Electrical,380.47,USD,2025,12,6705,RFPO-6705-E6843,Base PO
RFPO-7139-V40058-1,10 Dec 2025,PO for APOC #30 Roofing Felt,Dateline Exports Inc.,MVL USA JV LLC,PO for APOC #30 Roofing Felt,Various,Various,467.0,USD,2025,12,7139,RFPO-7139-V40058,Base PO
RFPO-1569-O110-1,09 Dec 2025,PO for Gateway Ubiquiti EFG - Harware - Quote Ref: KT/1125/210,Kyoto Technologies,MACRO,PO for Gateway Ubiquiti EFG - Harware - Quote Ref: KT/1125/210,Office Assets,Office Assets,4002.72,USD,2025,12,1569,RFPO-1569-O110,Base PO
RFPO-5532-M4055-1,09 Dec 2025,PO for AG25AQ426C- MAXUS VAN SPARE PARTS,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,PO for AG25AQ426C- MAXUS VAN SPARE PARTS,Mechanical,Mechanical,1735.96,USD,2025,12,5532,RFPO-5532-M4055,Base PO
RFPO-6705-E6842-1,09 Dec 2025,PO for Cadweld exothermic molds and accessories,Benfield Electric International Ltd.,MACRO,PO for Cadweld exothermic molds and accessories,Electrical,Electrical,2605.39,USD,2025,12,6705,RFPO-6705-E6842,Base PO
RFPO-7208-V40027-1,09 Dec 2025,PO for Door Awning & accessories,Dateline Exports Inc.,MVL USA JV LLC,PO for Door Awning & accessories,Various,Various,13126.16,USD,2025,12,7208,RFPO-7208-V40027,Base PO
RFPO-7139-V40055-1,08 Dec 2025,PO for Additional  SDR35 Fittings,HOLBROOK PIPE SUPPLY INC.,MVL USA JV LLC,PO for Additional  SDR35 Fittings,Various,Various,641.44,USD,2025,12,7139,RFPO-7139-V40055,Base PO
RFPO-7616-V40000-2,08 Dec 2025,PO for Scaffolding,"Rapid Scaffolding (Engineering) Co., Ltd",MACRO,PO for Scaffolding,Various,Various,60810.24,USD,2025,12,7616,RFPO-7616-V40000,Change Order
RFPO-5532-M4050-1,08 Dec 2025,PO for Material Request MR-108 MR - Vehicle -Great Wall Pick-up - AG25AQ426A,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,PO for Material Request MR-108 MR - Vehicle -Great Wall Pick-up - AG25AQ426A,Mechanical,Mechanical,1371.88,USD,2025,12,5532,RFPO-5532-M4050,Base PO
RFPO-6705-V40159-1,08 Dec 2025,PO for PVC Cement for COSA- Plumbing,"JW Supply House, Inc",MACRO,PO for PVC Cement for COSA- Plumbing,Various,Various,664.66,USD,2025,12,6705,RFPO-6705-V40159,Base PO
