RowNo,PONumber,PODate,POName,Supplier,Entity,Project,Material,Discipline,Value,Currency,Year,Month,SourceTab,OriginalSource
76,RFPO-7864-V40004-1,17 Dec 2025,PO for Adhesive for Carpets,Right Choice Equipment Trading (LLC),MVL USA JV LLC,BIOT-121.93 REPAIR OF WINDOWS AND FLOORING AT F-1565 AND F-115 (X060),Building Materials,Construction,119.81,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
77,RFPO-7139-M4020-1,16 Dec 2025,PO for XH202310251-1 - Gulf Carts - GM-6D+2 and GM-4D with cargo,"Henan XunHu Equipment Co., Ltd","MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,29778.0,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
78,RFPO-7139-S9144-1,16 Dec 2025,PO for Filters- Maintenance parts for 37.5KVA GENERATOR SET,MORRICO EQUIPMENT LLC,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,502.47,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
79,RFPO-5829-V40037-1,16 Dec 2025,PO for Oasis Metal Quotation OMM/24‑3693 -  (Triton Project Facility B – Trench Gratings) - COP7,Oasis Metal Manufacturing LLC,MACRO,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,Mechanical,7678.86,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
80,RFPO-5532-M4052-1,16 Dec 2025,PO for MVL-DG Equipment -VibratoryCompactors- -X025 - John,Evangel International Machinery Ltd.,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,25000.0,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
81,RFPO-7139-V40060-1,16 Dec 2025,PO for PVC C-900 Pipe and Fittings for Fire Water ,American International Supply Inc.,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,15822.14,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
82,RFPO-7139-V40061-1,16 Dec 2025,PO for SPONGE RUBBER EXPANSION JOINT FILLER WR MEADOWS,Dateline Exports Inc.,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,20217.63,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
83,RFPO-5532-V4376-1,15 Dec 2025,PO for - Magnet Sticker - Specs: - Digital printed outdoor vinyl - UV lamination (glossy or matte) - Mounted on magnet sheet - Thickness: 0.8 mm - Size: 45 × 20 cm,Alelham Consultancy LLC,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,673.94,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
84,RFPO-1569-O112-1,15 Dec 2025,PO for Bluebeam Core – Annual Subscription – Renewal (Sub End: 1st Jan 2026) - Quotation Ref: SA729,AllCAD Solutions LLC,MACRO,OFFICE 1803 FURNITURES,Misc.,General,503.75,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
85,RFPO-7864-A5201-1,15 Dec 2025,PO for Aluminium Windows,Lakshmi Metal Tech LLC,MVL USA JV LLC,BIOT-121.93 REPAIR OF WINDOWS AND FLOORING AT F-1565 AND F-115 (X060),Building Materials,Construction,70002.08,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
86,RFPO-1569-O113-1,15 Dec 2025,PO for Bluebeam Core License - Mansoor.Junbesh@mvl-group.com,AllCAD Solutions LLC,MACRO,OFFICE 1803 FURNITURES,Misc.,General,251.88,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
87,RFPO-6705-V40161-1,15 Dec 2025,PO for #67 Rock(Coarse Aggregate),SMITHBRIDGE GUAM,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,92054.4,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
88,RFPO-7212-V40016-1,15 Dec 2025,PO for 16mm Thread rods,Fastener Point LLC,"MVL USA, INC","ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,Construction,321.82,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
89,RFPO-5532-M4057-1,11 Dec 2025,PO for Official Quotation-7 Machines Spare Parts,Evangel International Machinery Ltd.,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,12800.0,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
90,RFPO-1569-O111-1,11 Dec 2025,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 115999,Managed Solution LLC,MACRO,OFFICE 1803 FURNITURES,Misc.,General,667.9,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
91,RFPO-6705-V4362-1,11 Dec 2025,PO for Confined Space Kit,Industrial Safety Products,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,1589.0,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
92,RFPO-7139-V4357-1,11 Dec 2025,PO for Lubricants,Van De Pol Enterprises Inc,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,18167.57,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
93,RFPO-6705-V40159-2,11 Dec 2025,PO for PVC Cement for COSA- Plumbing,"JW Supply House, Inc",MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,749.96,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
94,RFPO-5532-M4056-1,10 Dec 2025,PO for AG25AQ426D - VIN: CLW5070QL - Isuzu Van,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,1595.54,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
95,RFPO-6705-V40160-1,10 Dec 2025,PO for OCAL-PVC Coated Coupler,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,3854.01,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
96,RFPO-6705-E6843-1,10 Dec 2025,PO for Cantex- Male Terminal Adapters,TIC LIGHT ELECTRICAL CORP,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,380.47,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
97,RFPO-7139-V40058-1,10 Dec 2025,PO for APOC #30 Roofing Felt ,Dateline Exports Inc.,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,467.0,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
98,RFPO-1569-O110-1,09 Dec 2025,PO for Gateway Ubiquiti EFG - Harware - Quote Ref: KT/1125/210,Kyoto Technologies,MACRO,OFFICE 1803 FURNITURES,Misc.,General,4002.81,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
99,RFPO-5532-M4055-1,09 Dec 2025,PO for AG25AQ426C- MAXUS VAN SPARE PARTS,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,1735.96,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
100,RFPO-6705-E6842-1,09 Dec 2025,PO for Cadweld exothermic molds and accessories,Benfield Electric International Ltd.,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,2605.39,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
101,RFPO-7208-V40027-1,09 Dec 2025,PO for Door Awning & accessories,Dateline Exports Inc.,MVL USA JV LLC,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG",Building Materials,Construction,13126.16,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
102,RFPO-7139-V40055-1,08 Dec 2025,PO for Additional  SDR35 Fittings,HOLBROOK PIPE SUPPLY INC.,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,641.44,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
103,RFPO-7616-V40000-2,08 Dec 2025,PO for Scaffolding,"Rapid Scaffolding (Engineering) Co., Ltd",MVL USA JV LLC,"ORD-7616 BIOT-121-N8421B REPAIRS TO BARRICADED STORAGE MODULES (F-589, 835, 834, 839 &amp; 841) &amp; CONSTRUCT CANOPY &amp; LOUVER (F-148)",Machine / Equipments,Mechanical,60810.24,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
104,RFPO-5532-M4050-1,08 Dec 2025,PO for Material Request MR-108 MR - Vehicle -Great Wall Pick-up - AG25AQ426A,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,1371.88,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
105,RFPO-6705-V40159-1,08 Dec 2025,PO for PVC Cement for COSA- Plumbing,"JW Supply House, Inc",MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,664.66,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
106,RFPO-7139-V40056-1,08 Dec 2025,"PO for EPOXY COATED REBAR ASTM A615/A615M, GRADE60, COATED TO  ASTM  A775",Nucor Rebar Fabrication,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,348872.4,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
107,RFPO-5532-M4053-1,08 Dec 2025,PO for Isuzu Mini Van - AG25AQ426F - Mini Ambulance Parts (VIN: LGDCH91DXSA000743),"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,927.54,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
108,RFPO-7139-V40057-1,08 Dec 2025,"PO for Cover and Frame, Cleanout - Sewer Manhole",EJ USA Inc.,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,7364.09,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
109,RFPO-5532-M4054-1,08 Dec 2025,PO for AG25AQ426E - Laydown 1 Mechanic Work Shop – JMC Pick Up (VIN: JX1033TSEA),"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,4020.43,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
110,RFPO-6705-V4361-1,04 Dec 2025,PO for Battery for Grout Pump,Triple J Ebeye Wholesale,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,353.69,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
111,RFPO-7139-S9102-1,04 Dec 2025,PO for Pre-Shipment Inspection Scope for Steel Bar Bending & Cutting Machines,TUV SUD MIDDLE EAST LLC,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,326.76,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
112,RFPO-5532-M4051-1,04 Dec 2025,PO for  Material Request #MR-108 MR - Vehicle - -Nissan Pick-up - Vin:LJNTGUCYXNN264266   ,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,1953.44,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
113,RFPO-7139-V40054-1,04 Dec 2025,PO for PVC C-900 Pipe and Fittings -Purple,American International Supply Inc.,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,9819.85,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
114,RFPO-7139-V40053-1,03 Dec 2025,PO for Pre-Shipment Inspection - INV-JFVN91473 - 9m3 Dust Suppression Truck (Ref: AM25E09170056602),V-Trust Inspection Service Co. Ltd.,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,268.0,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
115,RFPO-7616-M4001-2,03 Dec 2025,PO for MR-60 for Vehicle and Equipment Maintenance – Mechanic Workshop - Official Quotation for MVL Bromgrove JV LLC (Project X058)-2025.11.6,Evangel International Machinery Ltd.,MVL USA JV LLC,"ORD-7616 BIOT-121-N8421B REPAIRS TO BARRICADED STORAGE MODULES (F-589, 835, 834, 839 &amp; 841) &amp; CONSTRUCT CANOPY &amp; LOUVER (F-148)",Machine / Equipments,Mechanical,122648.0,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
116,RFPO-6705-V40157-1,03 Dec 2025,PO for LSA & Batch plant -Plumbing items,Tsang Brothers Corporation,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,6983.0,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
117,RFPO-6705-V40158-1,03 Dec 2025,PO for Storm Water Grate and Frame,American International Supply Inc.,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,17210.22,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
118,RFPO-6705-V4360-1,03 Dec 2025,PO for JCB-Spare Parts for JCB backhoe loader ,Total Industries,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,3736.6,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
119,RFPO-6705-O3-1,03 Dec 2025,PO for Bluebeam Core Annual Subscription for Andrew.Cabigon@mvl-group.com – Quotation Ref. SA689,AllCAD Solutions LLC,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,251.88,USD,2025,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
120,RFPO-7139-M4018-1,28 Nov 2025,PO for Steel Bar Bending & Cutting Machines and Spare Parts,Modena Machinery Trading LLC,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,10156.79,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
121,RFPO-7139-M4019-1,28 Nov 2025,"PO for TTransformer 7 KVA (4 KW), 3 Phase, 60 Hz - CXQ/2025/11/P-3924",Crux Transformers L.L.C,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,1089.2,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
122,RFPO-6718-V40039-1,27 Nov 2025,PO for Cable Gland,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,Construction,2855.0,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
123,RFPO-7212-V40013-2,27 Nov 2025,PO for Supports and Hangers,Technopro Middle East FZCO,"MVL USA, INC","ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,Construction,4277.39,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
124,RFPO-5532-M4049-1,27 Nov 2025,PO for Material Request #MR-105 MR - Parts for Roller for LUTONG LTC301  Compactor - Work Shop Mechanics - Jess CO,Evangel International Machinery Ltd.,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,556.0,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
125,RFPO-7212-M4101-1,27 Nov 2025,PO for Grooved Fittings & Valves,Asia Electro Mechanical Company Limited,"MVL USA, INC","ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,Construction,58700.54,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
126,RFPO-5829-M4002-1,27 Nov 2025,PO for EDU20G – AIR FIELD PAVEMENT - WC/SQ/9922/R/1 - Petrol Vibrator  and Poker Shaft,WECARE MACHINERY TRADING – Sole Proprietorship LLC,MACRO,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,Mechanical,1925.16,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
127,RFPO-5829-E6818B-1,27 Nov 2025,PO for LV Cables,Dubai Cable Company (Private) Limited,MACRO,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,Mechanical,1088763.98,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
128,RFPO-7208-E6800-1,26 Nov 2025,"PO for Receptacles, Switches & Breakglass Station",Kelly & Hayes Electrical Industrial & Plumbing Supplies,MVL USA JV LLC,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG",Building Materials,Construction,12638.94,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
129,RFPO-7139-V40052-1,26 Nov 2025,PO for Cressets Crete-Lease Bio-Tru-Xtra All-Xtra with PR,Cresset Chemical Company,"MVL USA, INC","RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,Services,3193.65,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
130,RFPO-5829-S9105-2,26 Nov 2025,50T Crane with Badged Operator  - Duration: 27 November 2025 to 26 December 2025,OHIO GENERAL CONTRACTING LLC,MACRO,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,Mechanical,14976.5,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
131,RFPO-5532-M4048-2,25 Nov 2025,PO for MR-103 Spare Parts for Backhoe Loader MVL-OPS 006  CIF Singapore - MVL Bromgrove JV LLC,Evangel International Machinery Ltd.,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,939.0,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
132,RFPO-5153-S9111-1,25 Nov 2025,PO for - Prime Contract Number: N62470-21-C-0003 - Project: P-759 Family Housing Villaggio SW & Camp Ederle North,IMPRESA PERCASSI S.P.A.,MVL Italy,"ITA-121 N6247021C0003 P-759 Family Housing New Construction Villaggio  And Camp Ederle North Vicenza, Italy",Misc.,General,0.0,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
133,RFPO-5532-M4047-1,24 Nov 2025,PO for BATCH 1 Equipment Supply for 2026 DG - Projects,Evangel International Machinery Ltd.,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,38339.84,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
134,RFPO-5532-M4106-2,24 Nov 2025,PO for Batch Plant - Saddle Clamp & Connector  ANZ Waters - MV191125,Alwan Zamzam Trading Co. L.L.C,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,1288.37,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
135,RFPO-5532-M4048-1,24 Nov 2025,PO for MR-103 Spare Parts for Backhoe Loader MVL-OPS 006  CIF Singapore - MVL Bromgrove JV LLC,Evangel International Machinery Ltd.,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,620.0,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
136,RFPO-7212-V40012-1,24 Nov 2025,PO for Floor & Wall Supports,Al Asam Mechanical Services (LLC),"MVL USA, INC","ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,Construction,9149.28,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
137,RFPO-7212-V40014-1,24 Nov 2025,PO for Air Release Valve,Cla-Val Europe Sarl,"MVL USA, INC","ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,Construction,560.0,USD,2025,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
