RowNo,PONumber,PODate,POName,Supplier,Entity,EntityCode,Project,Material,OriginalValue,Currency,ValueUSD,POSpendUSD,POType,Year,Month,YearMonth,UsedInTab
73,RFPO-7139-V40036-2,17 Dec 2025,PO for Mechanic Shop Tools,Dateline Exports Inc.,"MVL USA, INC",V40036,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,32410.31,USD,32410.31,32410.31,Change Order,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
74,RFPO-7139-V40062-1,17 Dec 2025,PO for Ductile Iron Pipe and Fittings ,Cimmaron International Corporation,"MVL USA, INC",V40062,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,23402.52,USD,23402.52,23402.52,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
75,RFPO-6705-V40162-1,17 Dec 2025,PO for Ductile Iron Pipe and Fittings ,Cimmaron International Corporation,MACRO,V40162,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,7472.62,USD,7472.62,7472.62,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
76,RFPO-7864-V40004-1,17 Dec 2025,PO for Adhesive for Carpets,Right Choice Equipment Trading (LLC),MVL USA JV LLC,V40004,BIOT-121.93 REPAIR OF WINDOWS AND FLOORING AT F-1565 AND F-115 (X060),Building Materials,440.0,AED,119.81,119.81,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
77,RFPO-7139-M4020-1,16 Dec 2025,PO for XH202310251-1 - Gulf Carts - GM-6D+2 and GM-4D with cargo,"Henan XunHu Equipment Co., Ltd","MVL USA, INC",M4020,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,29778.0,USD,29778.0,29778.0,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
78,RFPO-7139-S9144-1,16 Dec 2025,PO for Filters- Maintenance parts for 37.5KVA GENERATOR SET,MORRICO EQUIPMENT LLC,"MVL USA, INC",S9144,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,502.47,USD,502.47,502.47,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
79,RFPO-5829-V40037-1,16 Dec 2025,PO for Oasis Metal Quotation OMM/24‑3693 -  (Triton Project Facility B – Trench Gratings) - COP7,Oasis Metal Manufacturing LLC,MACRO,V40037,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,28200.0,AED,7678.86,7678.86,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
80,RFPO-5532-M4052-1,16 Dec 2025,PO for MVL-DG Equipment -VibratoryCompactors- -X025 - John,Evangel International Machinery Ltd.,MVL USA JV LLC,M4052,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,25000.0,USD,25000.0,25000.0,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
81,RFPO-7139-V40060-1,16 Dec 2025,PO for PVC C-900 Pipe and Fittings for Fire Water ,American International Supply Inc.,"MVL USA, INC",V40060,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,15822.14,USD,15822.14,15822.14,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
82,RFPO-7139-V40061-1,16 Dec 2025,PO for SPONGE RUBBER EXPANSION JOINT FILLER WR MEADOWS,Dateline Exports Inc.,"MVL USA, INC",V40061,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,20217.63,USD,20217.63,20217.63,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
83,RFPO-5532-V4376-1,15 Dec 2025,PO for - Magnet Sticker - Specs: - Digital printed outdoor vinyl - UV lamination (glossy or matte) - Mounted on magnet sheet - Thickness: 0.8 mm - Size: 45 × 20 cm,Alelham Consultancy LLC,MVL USA JV LLC,V4376,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,2475.0,AED,673.94,673.94,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
84,RFPO-1569-O112-1,15 Dec 2025,PO for Bluebeam Core – Annual Subscription – Renewal (Sub End: 1st Jan 2026) - Quotation Ref: SA729,AllCAD Solutions LLC,MACRO,O112,OFFICE 1803 FURNITURES,Misc.,1850.0,AED,503.75,503.75,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
85,RFPO-7864-A5201-1,15 Dec 2025,PO for Aluminium Windows,Lakshmi Metal Tech LLC,MVL USA JV LLC,A5201,BIOT-121.93 REPAIR OF WINDOWS AND FLOORING AT F-1565 AND F-115 (X060),Building Materials,257077.04,AED,70002.08,70002.08,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
86,RFPO-1569-O113-1,15 Dec 2025,PO for Bluebeam Core License - Mansoor.Junbesh@mvl-group.com,AllCAD Solutions LLC,MACRO,O113,OFFICE 1803 FURNITURES,Misc.,925.0,AED,251.88,251.88,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
87,RFPO-6705-V40161-1,15 Dec 2025,PO for #67 Rock(Coarse Aggregate),SMITHBRIDGE GUAM,MACRO,V40161,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,92054.4,USD,92054.4,92054.4,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
88,RFPO-7212-V40016-1,15 Dec 2025,PO for 16mm Thread rods,Fastener Point LLC,"MVL USA, INC",V40016,"ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,1181.84,AED,321.82,321.82,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
89,RFPO-5532-M4057-1,11 Dec 2025,PO for Official Quotation-7 Machines Spare Parts,Evangel International Machinery Ltd.,MVL USA JV LLC,M4057,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,12800.0,USD,12800.0,12800.0,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
90,RFPO-1569-O111-1,11 Dec 2025,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 115999,Managed Solution LLC,MACRO,O111,OFFICE 1803 FURNITURES,Misc.,667.9,USD,667.9,667.9,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
91,RFPO-6705-V4362-1,11 Dec 2025,PO for Confined Space Kit,Industrial Safety Products,MACRO,V4362,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,1589.0,USD,1589.0,1589.0,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
92,RFPO-7139-V4357-1,11 Dec 2025,PO for Lubricants,Van De Pol Enterprises Inc,"MVL USA, INC",V4357,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,18167.57,USD,18167.57,18167.57,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
93,RFPO-6705-V40159-2,11 Dec 2025,PO for PVC Cement for COSA- Plumbing,"JW Supply House, Inc",MACRO,V40159,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,749.96,USD,749.96,749.96,Change Order,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
94,RFPO-5532-M4056-1,10 Dec 2025,PO for AG25AQ426D - VIN: CLW5070QL - Isuzu Van,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,M4056,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,1595.54,USD,1595.54,1595.54,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
95,RFPO-6705-V40160-1,10 Dec 2025,PO for OCAL-PVC Coated Coupler,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,V40160,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,3854.01,USD,3854.01,3854.01,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
96,RFPO-6705-E6843-1,10 Dec 2025,PO for Cantex- Male Terminal Adapters,TIC LIGHT ELECTRICAL CORP,MACRO,E6843,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,380.47,USD,380.47,380.47,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
97,RFPO-7139-V40058-1,10 Dec 2025,PO for APOC #30 Roofing Felt ,Dateline Exports Inc.,"MVL USA, INC",V40058,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,467.0,USD,467.0,467.0,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
98,RFPO-1569-O110-1,09 Dec 2025,PO for Gateway Ubiquiti EFG - Harware - Quote Ref: KT/1125/210,Kyoto Technologies,MACRO,O110,OFFICE 1803 FURNITURES,Misc.,14700.0,AED,4002.81,4002.81,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
99,RFPO-5532-M4055-1,09 Dec 2025,PO for AG25AQ426C- MAXUS VAN SPARE PARTS,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,M4055,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,1735.96,USD,1735.96,1735.96,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
100,RFPO-6705-E6842-1,09 Dec 2025,PO for Cadweld exothermic molds and accessories,Benfield Electric International Ltd.,MACRO,E6842,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,2605.39,USD,2605.39,2605.39,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
101,RFPO-7208-V40027-1,09 Dec 2025,PO for Door Awning & accessories,Dateline Exports Inc.,MVL USA JV LLC,V40027,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG",Building Materials,13126.16,USD,13126.16,13126.16,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
102,RFPO-7139-V40055-1,08 Dec 2025,PO for Additional  SDR35 Fittings,HOLBROOK PIPE SUPPLY INC.,"MVL USA, INC",V40055,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,641.44,USD,641.44,641.44,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
103,RFPO-7616-V40000-2,08 Dec 2025,PO for Scaffolding,"Rapid Scaffolding (Engineering) Co., Ltd",MVL USA JV LLC,V40000,"ORD-7616 BIOT-121-N8421B REPAIRS TO BARRICADED STORAGE MODULES (F-589, 835, 834, 839 &amp; 841) &amp; CONSTRUCT CANOPY &amp; LOUVER (F-148)",Machine / Equipments,60810.24,USD,60810.24,60810.24,Change Order,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
104,RFPO-5532-M4050-1,08 Dec 2025,PO for Material Request MR-108 MR - Vehicle -Great Wall Pick-up - AG25AQ426A,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,M4050,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,1371.88,USD,1371.88,1371.88,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
105,RFPO-6705-V40159-1,08 Dec 2025,PO for PVC Cement for COSA- Plumbing,"JW Supply House, Inc",MACRO,V40159,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,664.66,USD,664.66,664.66,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
106,RFPO-7139-V40056-1,08 Dec 2025,"PO for EPOXY COATED REBAR ASTM A615/A615M, GRADE60, COATED TO  ASTM  A775",Nucor Rebar Fabrication,"MVL USA, INC",V40056,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,348872.4,USD,348872.4,348872.4,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
107,RFPO-5532-M4053-1,08 Dec 2025,PO for Isuzu Mini Van - AG25AQ426F - Mini Ambulance Parts (VIN: LGDCH91DXSA000743),"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,M4053,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,927.54,USD,927.54,927.54,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
108,RFPO-7139-V40057-1,08 Dec 2025,"PO for Cover and Frame, Cleanout - Sewer Manhole",EJ USA Inc.,"MVL USA, INC",V40057,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,7364.09,USD,7364.09,7364.09,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
109,RFPO-5532-M4054-1,08 Dec 2025,PO for AG25AQ426E - Laydown 1 Mechanic Work Shop – JMC Pick Up (VIN: JX1033TSEA),"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,M4054,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,4020.43,USD,4020.43,4020.43,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
110,RFPO-6705-V4361-1,04 Dec 2025,PO for Battery for Grout Pump,Triple J Ebeye Wholesale,MACRO,V4361,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,353.69,USD,353.69,353.69,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
111,RFPO-7139-S9102-1,04 Dec 2025,PO for Pre-Shipment Inspection Scope for Steel Bar Bending & Cutting Machines,TUV SUD MIDDLE EAST LLC,"MVL USA, INC",S9102,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,1200.0,AED,326.76,326.76,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
112,RFPO-5532-M4051-1,04 Dec 2025,PO for  Material Request #MR-108 MR - Vehicle - -Nissan Pick-up - Vin:LJNTGUCYXNN264266   ,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,M4051,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,1953.44,USD,1953.44,1953.44,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
113,RFPO-7139-V40054-1,04 Dec 2025,PO for PVC C-900 Pipe and Fittings -Purple,American International Supply Inc.,"MVL USA, INC",V40054,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,9819.85,USD,9819.85,9819.85,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
114,RFPO-7139-V40053-1,03 Dec 2025,PO for Pre-Shipment Inspection - INV-JFVN91473 - 9m3 Dust Suppression Truck (Ref: AM25E09170056602),V-Trust Inspection Service Co. Ltd.,"MVL USA, INC",V40053,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,268.0,USD,268.0,268.0,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
115,RFPO-7616-M4001-2,03 Dec 2025,PO for MR-60 for Vehicle and Equipment Maintenance – Mechanic Workshop - Official Quotation for MVL Bromgrove JV LLC (Project X058)-2025.11.6,Evangel International Machinery Ltd.,MVL USA JV LLC,M4001,"ORD-7616 BIOT-121-N8421B REPAIRS TO BARRICADED STORAGE MODULES (F-589, 835, 834, 839 &amp; 841) &amp; CONSTRUCT CANOPY &amp; LOUVER (F-148)",Machine / Equipments,122648.0,USD,122648.0,122648.0,Change Order,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
116,RFPO-6705-V40157-1,03 Dec 2025,PO for LSA & Batch plant -Plumbing items,Tsang Brothers Corporation,MACRO,V40157,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,6983.0,USD,6983.0,6983.0,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
117,RFPO-6705-V40158-1,03 Dec 2025,PO for Storm Water Grate and Frame,American International Supply Inc.,MACRO,V40158,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,17210.22,USD,17210.22,17210.22,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
118,RFPO-6705-V4360-1,03 Dec 2025,PO for JCB-Spare Parts for JCB backhoe loader ,Total Industries,MACRO,V4360,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,3736.6,USD,3736.6,3736.6,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
119,RFPO-6705-O3-1,03 Dec 2025,PO for Bluebeam Core Annual Subscription for Andrew.Cabigon@mvl-group.com – Quotation Ref. SA689,AllCAD Solutions LLC,MACRO,O3,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,925.0,AED,251.88,251.88,Base PO,2025,12,2025-12,GSA (Global Spend Analysis) + M&D (as PO)
120,RFPO-7139-M4018-1,28 Nov 2025,PO for Steel Bar Bending & Cutting Machines and Spare Parts,Modena Machinery Trading LLC,"MVL USA, INC",M4018,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,37300.0,AED,10156.79,10156.79,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
121,RFPO-7139-M4019-1,28 Nov 2025,"PO for TTransformer 7 KVA (4 KW), 3 Phase, 60 Hz - CXQ/2025/11/P-3924",Crux Transformers L.L.C,"MVL USA, INC",M4019,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,4000.0,AED,1089.2,1089.2,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
122,RFPO-6718-V40039-1,27 Nov 2025,PO for Cable Gland,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,V40039,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,2855.0,USD,2855.0,2855.0,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
123,RFPO-7212-V40013-2,27 Nov 2025,PO for Supports and Hangers,Technopro Middle East FZCO,"MVL USA, INC",V40013,"ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,15708.358,AED,4277.39,4277.39,Change Order,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
124,RFPO-5532-M4049-1,27 Nov 2025,PO for Material Request #MR-105 MR - Parts for Roller for LUTONG LTC301  Compactor - Work Shop Mechanics - Jess CO,Evangel International Machinery Ltd.,MVL USA JV LLC,M4049,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,556.0,USD,556.0,556.0,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
125,RFPO-7212-M4101-1,27 Nov 2025,PO for Grooved Fittings & Valves,Asia Electro Mechanical Company Limited,"MVL USA, INC",M4101,"ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,215573.061,AED,58700.54,58700.54,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
126,RFPO-5829-M4002-1,27 Nov 2025,PO for EDU20G – AIR FIELD PAVEMENT - WC/SQ/9922/R/1 - Petrol Vibrator  and Poker Shaft,WECARE MACHINERY TRADING – Sole Proprietorship LLC,MACRO,M4002,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,7070.0,AED,1925.16,1925.16,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
127,RFPO-5829-E6818B-1,27 Nov 2025,PO for LV Cables,Dubai Cable Company (Private) Limited,MACRO,E6818B,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,3998398.763,AED,1088763.98,1088763.98,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
128,RFPO-7208-E6800-1,26 Nov 2025,"PO for Receptacles, Switches & Breakglass Station",Kelly & Hayes Electrical Industrial & Plumbing Supplies,MVL USA JV LLC,E6800,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG",Building Materials,12638.94,USD,12638.94,12638.94,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
129,RFPO-7139-V40052-1,26 Nov 2025,PO for Cressets Crete-Lease Bio-Tru-Xtra All-Xtra with PR,Cresset Chemical Company,"MVL USA, INC",V40052,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,3193.65,USD,3193.65,3193.65,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
130,RFPO-5829-S9105-2,26 Nov 2025,50T Crane with Badged Operator  - Duration: 27 November 2025 to 26 December 2025,OHIO GENERAL CONTRACTING LLC,MACRO,S9105,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,55000.0,AED,14976.5,14976.5,Change Order,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
131,RFPO-5532-M4048-2,25 Nov 2025,PO for MR-103 Spare Parts for Backhoe Loader MVL-OPS 006  CIF Singapore - MVL Bromgrove JV LLC,Evangel International Machinery Ltd.,MVL USA JV LLC,M4048,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,939.0,USD,939.0,939.0,Change Order,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
132,RFPO-5153-S9111-1,25 Nov 2025,PO for - Prime Contract Number: N62470-21-C-0003 - Project: P-759 Family Housing Villaggio SW & Camp Ederle North,IMPRESA PERCASSI S.P.A.,MVL Italy,S9111,"ITA-121 N6247021C0003 P-759 Family Housing New Construction Villaggio  And Camp Ederle North Vicenza, Italy",Misc.,0.0,USD,0.0,0,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
133,RFPO-5532-M4047-1,24 Nov 2025,PO for BATCH 1 Equipment Supply for 2026 DG - Projects,Evangel International Machinery Ltd.,MVL USA JV LLC,M4047,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,140800.0,AED,38339.84,38339.84,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
134,RFPO-5532-M4106-2,24 Nov 2025,PO for Batch Plant - Saddle Clamp & Connector  ANZ Waters - MV191125,Alwan Zamzam Trading Co. L.L.C,MVL USA JV LLC,M4106,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,4731.45,AED,1288.37,1288.37,Change Order,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
135,RFPO-5532-M4048-1,24 Nov 2025,PO for MR-103 Spare Parts for Backhoe Loader MVL-OPS 006  CIF Singapore - MVL Bromgrove JV LLC,Evangel International Machinery Ltd.,MVL USA JV LLC,M4048,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,620.0,USD,620.0,620.0,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
136,RFPO-7212-V40012-1,24 Nov 2025,PO for Floor & Wall Supports,Al Asam Mechanical Services (LLC),"MVL USA, INC",V40012,"ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,33600.0,AED,9149.28,9149.28,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
137,RFPO-7212-V40014-1,24 Nov 2025,PO for Air Release Valve,Cla-Val Europe Sarl,"MVL USA, INC",V40014,"ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,560.0,USD,560.0,560.0,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
138,RFPO-7212-V40015-1,24 Nov 2025,PO for Pressure Gauge & Flow Indicator,Al Khoory International Products FZE,"MVL USA, INC",V40015,"ORD-7212 JPN-143 W912HV24C0010 FY23 OMA, Convert Vehicle Storage Warehouse, B122-S1",Building Materials,4000.0,AED,1089.2,1089.2,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
139,RFPO-5532-V4374-1,21 Nov 2025,PO for DG - MVL Branded Polo Shirts (Black & Grey) with Embroidered Logo,TSI International FZC,MVL USA JV LLC,V4374,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,3200.0,AED,871.36,871.36,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
140,RFPO-1005-V7262-1,21 Nov 2025,PO for HDPE Pipes & fittings,Cimmaron International Corporation,MICRON,V7262,SUPPLY OF FRP PIPES,Fit Out Project,10922.4,USD,10922.4,10922.4,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
141,RFPO-5532-M4106-1,21 Nov 2025,PO for Batch Plant - Saddle Clamp & Connector  ANZ Waters - MV191125,Alwan Zamzam Trading Co. L.L.C,MVL USA JV LLC,M4106,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,1900.0,USD,1900.0,1900.0,Base PO,2025,11,2025-11,GSA (Global Spend Analysis) + M&D (as PO)
